









Frequency of observations in the selected location(s).:
Number of taxa: 	1011

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Pine Siskin	0.0277148	0.029619	0.0321424	0.0326526	0.0333158	0.039467	0.0478779	0.0317881	0.0343136	0.0324926	0.031467	0.0298147	0.0296019	0.0235935	0.0236174	0.026244	0.026833	0.0138487	0.0088966	0.0044229	0.0014302	5.266E-4	2.364E-4	1.452E-4	3.625E-4	2.55E-4	3.973E-4	2.716E-4	1.843E-4	9.072E-4	4.65E-4	3.733E-4	5.928E-4	5.644E-4	5.967E-4	0.0012976	0.0023402	0.0063167	0.0095152	0.0125235	0.0125108	0.0144796	0.0209197	0.025074	0.0249287	0.0225594	0.0274802	0.0268682	
Lesser Goldfinch	0.0535169	0.0524049	0.0569429	0.0677312	0.075695	0.0815851	0.0914033	0.0780375	0.0806037	0.0863677	0.0887441	0.0896607	0.081427	0.068659	0.0748325	0.0840449	0.1044196	0.1136374	0.1217316	0.109208	0.1134654	0.1079572	0.1065792	0.1069112	0.0992569	0.0998279	0.108926	0.098823	0.1019781	0.1132749	0.112997	0.1247947	0.1241849	0.1317086	0.1205868	0.1062133	0.0981425	0.085594	0.0789902	0.0691227	0.0619068	0.0527796	0.0559266	0.0542629	0.0545157	0.05226	0.0564197	0.0503037	
Lawrence's Goldfinch	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Goldfinch	0.2003036	0.1911409	0.1876734	0.1906457	0.1887525	0.1971737	0.2082548	0.1446653	0.1289717	0.1074528	0.0955628	0.0767615	0.0541105	0.0366889	0.0292924	0.0235402	0.0217971	0.0140784	0.0067629	0.0023747	4.238E-4	1.58E-4	2.364E-4	1.452E-4	0.0015	1.912E-4	2.649E-4	9.05E-5	1.843E-4	3.024E-4	5.813E-4	8.586E-4	0.002865	0.0038994	0.0032322	0.0045035	0.0057043	0.0063657	0.0080329	0.0103319	0.0177596	0.0476083	0.1069016	0.1390764	0.1772285	0.1865211	0.221621	0.2044934	
Spinus sp. (goldfinch sp.)	0.0	2.66E-5	0.0	1.99E-5	0.0	2.31E-5	1.67E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.83E-5	0.0	1.19E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.275E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.75E-5	1.469E-4	0.0	6.96E-5	0.0	3.23E-5	0.0	2.96E-5	4.2E-5	0.0	0.0	2.2E-5	
Spinus sp.	2.08E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Acanthis/Spinus sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
finch sp.	0.0	2.66E-5	2.46E-5	0.0	0.0	0.0	0.0015	0.0	0.0	2.7E-5	2.53E-5	1.67E-5	0.0	0.0	1.55E-5	1.19E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.84E-5	0.0	0.0	0.0	0.0	6.14E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.79E-5	0.0	6.96E-5	3.6E-5	0.0	3.84E-5	0.0	0.0	0.0	1.068E-4	4.4E-5	
Lapland Longspur	0.0026405	0.0024727	0.0024309	0.0013721	0.0013027	6.916E-4	3.169E-4	3.715E-4	2.597E-4	1.622E-4	2.778E-4	1.67E-5	2.18E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.27E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.88E-5	0.0	0.0015	1.391E-4	2.517E-4	2.586E-4	4.222E-4	0.0013618	0.0021403	0.0017041	0.0025985	0.0025086	
Chestnut-collared Longspur	0.0015801	0.0011965	9.331E-4	0.0023266	0.001469	6.685E-4	6.004E-4	6.368E-4	9.235E-4	0.0012705	0.0010607	6.0E-4	1.959E-4	1.463E-4	3.11E-5	2.37E-5	0.0	2.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82E-5	1.95E-4	1.469E-4	6.694E-4	9.045E-4	0.0012583	7.434E-4	0.0015354	0.0024571	0.0023921	0.001623	0.0026697	0.0012763	
Smith's Longspur	6.237E-4	7.179E-4	7.366E-4	4.375E-4	4.712E-4	1.383E-4	8.34E-5	7.96E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0015	0.0015	2.518E-4	1.623E-4	1.78E-4	0.0012543	
McCown's Longspur	0.0029524	0.0021536	0.0023082	0.002088	0.0018848	0.0011296	7.004E-4	0.0010348	4.04E-4	5.677E-4	1.515E-4	1.167E-4	1.088E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	4.9E-5	1.434E-4	4.174E-4	7.19E-4	7.757E-4	0.0014586	0.0016874	0.0021403	0.0012172	0.0022426	0.0029707	
longspur sp.	2.911E-4	4.786E-4	4.174E-4	1.989E-4	3.049E-4	9.22E-5	1.501E-4	1.327E-4	2.02E-4	1.081E-4	1.01E-4	8.33E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.434E-4	0.0015	3.6E-5	6.46E-5	7.68E-5	4.144E-4	7.134E-4	2.434E-4	5.339E-4	5.941E-4	
Snow Bunting	2.703E-4	2.66E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76E-4	
Botteri's Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0E-5	2.18E-5	3.658E-4	0.0014304	0.0018144	0.0019918	0.0013091	0.0013019	0.0013358	0.001801	0.0022118	0.0018325	0.0018391	8.458E-4	0.0014024	0.0019203	0.0019466	9.215E-4	6.048E-4	9.881E-4	0.0011572	3.952E-4	3.079E-4	1.492E-4	2.29E-4	0.0	4.9E-5	0.0	0.0	0.0	3.23E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Cassin's Sparrow	0.0020375	0.0015687	0.0027747	0.0027045	0.0034092	0.0028355	0.0028183	0.0050946	0.0051369	0.008434	0.011213	0.0116659	0.0113619	0.0125832	0.0138377	0.0165671	0.0175505	0.0180286	0.0298	0.0310793	0.0278631	0.0360735	0.0250044	0.0206176	0.0170362	0.0159368	0.0160244	0.0143957	0.0119179	0.0126399	0.0106371	0.0085113	0.0054337	0.0051821	0.0043759	0.0038547	0.0028278	0.002938	0.0017691	0.0025743	0.0046376	0.0047511	0.0024182	0.0024571	0.0018046	0.0025156	0.0030257	0.0020025	
Botteri's/Cassin's Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.19E-5	0.0	2.3E-5	0.0	2.97E-5	5.3E-5	5.27E-5	0.0	0.0	6.04E-5	0.0	0.0	9.05E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Bachman's Sparrow	4.16E-5	7.98E-5	4.91E-5	3.98E-5	5.54E-5	9.22E-5	2.168E-4	1.592E-4	7.503E-4	7.299E-4	0.0012122	7.0E-4	5.442E-4	9.876E-4	0.0014615	0.0011029	7.328E-4	4.823E-4	3.617E-4	5.937E-4	5.827E-4	5.266E-4	3.547E-4	4.356E-4	7.854E-4	3.187E-4	0.0015	1.358E-4	2.457E-4	1.21E-4	0.0	3.73E-5	9.88E-5	5.13E-5	4.97E-5	1.527E-4	4.88E-5	4.9E-5	4.78E-5	0.0	1.079E-4	9.7E-5	7.68E-5	5.92E-5	4.2E-5	8.11E-5	0.0	1.1E-4	
Grasshopper Sparrow	0.0084413	0.0056366	0.0065316	0.0072583	0.0092575	0.005625	0.004486	0.0056518	0.0067242	0.0061904	0.007248	0.0099827	0.0130379	0.0143024	0.0181756	0.0198876	0.0161599	0.0159616	0.0156233	0.0143671	0.0114419	0.0102164	0.0093988	0.0103572	0.0076723	0.0079046	0.0074162	0.0078769	0.0058975	0.0052616	0.0040107	0.003397	0.0029144	0.0017445	0.0023371	0.0026716	0.0032665	0.0055332	0.0070766	0.0086969	0.0112885	0.0095669	0.0092891	0.009177	0.0080997	0.0107117	0.0187235	0.0083839	
Olive Sparrow	0.0261139	0.0291138	0.0321424	0.0342236	0.0388592	0.0395362	0.0310681	0.0445777	0.0393639	0.0417106	0.0402808	0.034981	0.0309949	0.0295559	0.0311426	0.0331578	0.0260438	0.0227137	0.0265452	0.0241035	0.0372921	0.0289115	0.0297334	0.0308295	0.0258563	0.0237777	0.0262217	0.0257583	0.0229144	0.0220139	0.0213322	0.0217261	0.0219324	0.0238071	0.0247638	0.0238913	0.0169665	0.016159	0.0131969	0.0133236	0.0390063	0.0456044	0.0190388	0.0187389	0.0209417	0.0216668	0.0202186	0.0275284	
Chipping Sparrow	0.1209223	0.1089575	0.1145734	0.1145028	0.1236453	0.1317488	0.1487534	0.1225356	0.1326946	0.1359446	0.1389247	0.1299247	0.1144679	0.0923806	0.0849542	0.0830962	0.0760457	0.0474714	0.0321869	0.0263299	0.0202352	0.026489	0.0206892	0.0207628	0.0157675	0.0173392	0.0142365	0.0130376	0.0144981	0.0280617	0.0223204	0.0298268	0.0230192	0.0237045	0.0193436	0.0219067	0.0264248	0.0320733	0.0450416	0.0698184	0.0799899	0.08649	0.1189928	0.1128774	0.121118	0.1235495	0.1354786	0.1232726	
Clay-colored Sparrow	0.0020791	0.0019675	0.00248	0.0026647	0.0036309	0.0026281	0.0030184	0.0031045	0.0030302	0.0047306	0.0071218	0.0145824	0.0211784	0.0250567	0.0360091	0.0523813	0.0506971	0.0231271	0.0077393	0.0010686	1.059E-4	1.053E-4	0.0	0.0	0.0	0.0	0.0	0.0	6.14E-5	6.05E-5	5.81E-5	5.973E-4	0.0044458	0.013648	0.018001	0.0241203	0.0297889	0.0268828	0.0244812	0.0126278	0.0076934	0.0058824	0.0044142	0.0047069	0.0039869	0.0028402	0.0034528	0.0023986	
Black-chinned Sparrow	6.029E-4	5.318E-4	0.0012032	5.369E-4	5.543E-4	3.689E-4	5.336E-4	6.103E-4	8.658E-4	9.461E-4	8.587E-4	9.999E-4	0.0012842	0.0010425	0.0016325	0.0025853	0.0023488	0.0026641	0.003291	0.0040074	0.0024367	0.0020012	0.002128	0.0026619	0.0032018	0.0033148	0.0035757	0.0019013	0.0014744	0.0064106	0.0030226	0.0024638	0.0013337	0.001334	3.481E-4	3.817E-4	4.875E-4	0.0010773	6.216E-4	4.522E-4	6.471E-4	3.878E-4	5.758E-4	9.177E-4	5.875E-4	8.115E-4	9.255E-4	8.802E-4	
Field Sparrow	0.0665738	0.0545585	0.0571885	0.0557599	0.0625294	0.0553506	0.0529309	0.0627272	0.0613547	0.0652015	0.0627825	0.0535631	0.0348475	0.0240325	0.0175381	0.0175513	0.0164418	0.0166506	0.0199993	0.0201852	0.0177455	0.0282269	0.0193297	0.0162617	0.0125657	0.0130044	0.011919	0.011589	0.007249	0.0076807	0.0058126	0.0052636	0.0044458	0.0064135	0.0066136	0.0082436	0.0091658	0.0109686	0.0133882	0.0218813	0.0325352	0.0436652	0.0614156	0.0610124	0.0664344	0.0752252	0.090236	0.068766	
Brewer's Sparrow	0.0020168	0.0021004	0.0035359	0.0017301	0.0022451	0.0011066	0.0018011	0.0016451	0.0021933	0.0027302	0.00298	0.0023498	0.0029384	0.0027069	0.0034517	0.0043641	0.0040776	0.002733	9.765E-4	5.64E-4	0.0	0.0	5.91E-5	0.0	0.0	0.0	0.0	0.0	1.843E-4	1.21E-4	5.813E-4	8.959E-4	0.0019265	0.003489	0.0027847	0.0037402	0.0026815	0.0037704	0.0031558	0.0028178	0.002193	0.0015514	0.0028405	0.0027531	0.0017626	0.0023939	0.0026697	0.0036308	
Spizella sp.	6.24E-5	1.861E-4	1.228E-4	1.79E-4	1.386E-4	1.614E-4	1.001E-4	2.919E-4	8.66E-5	8.11E-5	1.01E-4	2.0E-4	2.394E-4	1.463E-4	2.021E-4	3.558E-4	9.4E-5	4.59E-5	7.23E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73E-5	0.0015	2.565E-4	4.475E-4	4.961E-4	3.9E-4	4.407E-4	2.391E-4	3.131E-4	3.236E-4	2.262E-4	1.919E-4	2.664E-4	1.679E-4	1.623E-4	1.78E-4	2.861E-4	
Black-throated Sparrow	0.0136807	0.0128952	0.0153468	0.0128264	0.0210095	0.0170132	0.0133745	0.0156553	0.0171712	0.0194902	0.0183852	0.0175988	0.0172605	0.0155827	0.0189996	0.0232437	0.0266451	0.0237702	0.0283172	0.0533721	0.0301409	0.0321765	0.0239995	0.0219727	0.0172174	0.0181679	0.0216528	0.0169307	0.0160953	0.0212882	0.0191235	0.0252352	0.0153626	0.0111339	0.0102437	0.0099229	0.0094583	0.0114093	0.0109018	0.0123495	0.0115761	0.0106981	0.0126286	0.0145352	0.0121286	0.0135519	0.0142028	0.0163718	
Lark Sparrow	0.0179221	0.0151817	0.0168201	0.017241	0.0172399	0.0173129	0.0155924	0.0197416	0.0194222	0.0236531	0.0343965	0.0559963	0.0743312	0.0843515	0.0905048	0.107668	0.1126686	0.1032107	0.1161983	0.1191819	0.1108698	0.1234399	0.1103624	0.112719	0.1058418	0.0940269	0.0907165	0.0875057	0.076115	0.0795888	0.072425	0.0729431	0.0697985	0.067881	0.0599702	0.0543088	0.0407099	0.0347664	0.0284498	0.0261602	0.025417	0.0237557	0.0200752	0.0177916	0.0170388	0.0173253	0.0203253	0.0185943	
Lark Bunting	0.006674	0.0056366	0.0060896	0.0059459	0.0078162	0.0063166	0.0050029	0.0063417	0.0069262	0.0062715	0.006945	0.0057163	0.0049844	0.0046273	0.0046955	0.0059532	0.0087189	0.0062928	0.0027847	0.0017217	5.297E-4	6.319E-4	8.276E-4	4.84E-4	2.416E-4	3.825E-4	5.297E-4	0.0014033	0.0033788	0.0047777	0.0051732	0.0053755	0.0050879	0.0061057	0.0046246	0.0035875	0.0034616	0.0028401	0.0029645	0.0046963	0.0059678	0.0063672	0.0074466	0.0070752	0.0055817	0.0077903	0.0082939	0.0080979	
American Tree Sparrow	3.95E-4	5.318E-4	5.893E-4	4.773E-4	3.326E-4	2.075E-4	2.335E-4	1.592E-4	8.66E-5	8.11E-5	1.263E-4	6.67E-5	2.18E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.88E-5	0.0	0.0	0.0	2.157E-4	1.616E-4	3.455E-4	0.0010361	0.0010072	6.492E-4	7.119E-4	7.482E-4	
Fox Sparrow	0.0228704	0.0207918	0.0198895	0.0166842	0.0196236	0.0155148	0.0130076	0.0141163	0.0143719	0.0105966	0.0075511	0.0023832	5.224E-4	2.195E-4	1.244E-4	5.93E-5	1.88E-5	2.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.95E-5	0.0	9.75E-5	9.79E-5	6.216E-4	0.0018785	0.0056083	0.0089205	0.0145478	0.0171403	0.0256001	0.0285239	0.0323924	0.0251958	
Dark-eyed Junco	0.0969915	0.0901598	0.0854266	0.085708	0.0914382	0.1016875	0.11435	0.0862101	0.0888575	0.0783662	0.0659898	0.0356976	0.0131467	0.0044078	0.0031407	0.0024667	0.0014281	6.431E-4	6.51E-4	2.078E-4	2.119E-4	3.16E-4	2.956E-4	0.0	2.416E-4	6.375E-4	1.324E-4	2.716E-4	1.229E-4	4.233E-4	3.488E-4	4.853E-4	3.952E-4	3.592E-4	1.989E-4	7.633E-4	0.0025352	0.0057291	0.014201	0.0305086	0.0456212	0.0544279	0.0810686	0.0941978	0.1024005	0.1030999	0.1085324	0.1028739	
Yellow-eyed Junco	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
White-crowned Sparrow	0.1022517	0.0904523	0.0950767	0.0867222	0.0902464	0.0783116	0.0753273	0.0811155	0.0855675	0.0839618	0.085158	0.0836778	0.0788368	0.0746397	0.0809739	0.0828115	0.0605622	0.0198888	0.0073053	0.0030575	2.119E-4	2.106E-4	0.0	0.0	6.04E-5	0.0	0.0015	4.53E-5	6.14E-5	6.05E-5	0.0	3.73E-5	3.458E-4	4.618E-4	0.0011934	0.0045035	0.0100921	0.0203702	0.0482452	0.0737146	0.0786238	0.0804137	0.109934	0.1159858	0.1141095	0.1169358	0.1284306	0.1099815	
Golden-crowned Sparrow	3.535E-4	5.583E-4	3.192E-4	3.182E-4	5.266E-4	7.608E-4	1.668E-4	3.449E-4	6.06E-4	4.325E-4	3.283E-4	3.833E-4	3.918E-4	3.841E-4	1.555E-4	1.19E-5	1.315E-4	0.0015	3.978E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.001907	0.0013527	0.0010783	
Harris's Sparrow	0.0453874	0.0374359	0.0390424	0.0344423	0.0359766	0.0309373	0.0316685	0.0326638	0.0306773	0.0242749	0.0193954	0.0162156	0.0108178	0.0091265	0.0087224	0.0061074	0.0026495	2.526E-4	7.23E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	2.649E-4	4.074E-4	3.072E-4	0.0	5.81E-5	3.73E-5	4.94E-5	5.13E-5	9.95E-5	3.82E-5	9.75E-5	9.79E-5	3.347E-4	8.697E-4	0.0048893	0.0115708	0.0237602	0.0368265	0.0431425	0.0499067	0.052789	0.0459026	
White-throated Sparrow	0.1085931	0.1003962	0.0968938	0.0916738	0.0903573	0.0830375	0.0773785	0.0827606	0.0870682	0.0810964	0.0847286	0.0833278	0.0843654	0.0842966	0.0689709	0.0284735	0.0064452	0.0014469	7.595E-4	2.375E-4	1.059E-4	1.58E-4	5.91E-5	1.936E-4	0.0	1.275E-4	1.324E-4	1.811E-4	2.457E-4	1.814E-4	0.0	0.0	0.0	2.052E-4	1.989E-4	3.435E-4	0.0010238	0.0035256	0.0192216	0.0493286	0.0616552	0.074499	0.1021803	0.1041445	0.118558	0.1248884	0.1433453	0.1224144	
White-crowned/White-throated Sparrow	0.0	0.0	0.0	0.0	0.0	0.0	1.67E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Zonotrichia sp.	0.0	2.66E-5	0.0	0.0	2.77E-5	0.0	0.0	0.0	0.0	2.7E-5	0.0	0.0	2.18E-5	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56E-5	0.0	
Sagebrush Sparrow	4.366E-4	3.191E-4	0.0010559	3.778E-4	3.88E-4	2.766E-4	3.002E-4	2.919E-4	2.02E-4	1.892E-4	2.525E-4	5.0E-5	2.18E-5	1.83E-5	0.0	1.19E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82E-5	4.88E-5	2.448E-4	9.56E-5	3.479E-4	3.955E-4	3.555E-4	5.758E-4	0.0010361	7.134E-4	9.738E-4	9.967E-4	0.0010783	
Striped Sparrow	0.0	7.98E-5	0.0015715	3.778E-4	1.663E-4	2.766E-4	1.501E-4	5.31E-5	1.154E-4	1.622E-4	1.263E-4	1.0E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Vesper Sparrow	0.0558039	0.0418229	0.0468508	0.0423966	0.0466199	0.0360551	0.0300008	0.0413405	0.0398257	0.0420079	0.0393464	0.0375642	0.0290795	0.0243068	0.0205389	0.0168991	0.0090947	0.004088	8.318E-4	4.749E-4	0.0	0.0	1.182E-4	4.84E-5	6.04E-5	0.0	6.62E-5	1.811E-4	6.14E-5	2.419E-4	1.744E-4	7.47E-5	3.952E-4	0.0011801	0.0026355	0.0060301	0.0121398	0.0174322	0.0284977	0.0435191	0.0463762	0.0425663	0.0522033	0.0536116	0.0509485	0.0578999	0.0748229	0.0564211	
LeConte's Sparrow	0.0090234	0.0058494	0.0078576	0.0052698	0.0075667	0.0038268	0.0031185	0.004272	0.0032322	0.0027302	0.0019951	0.0018999	0.0011971	0.0012071	9.951E-4	6.285E-4	1.127E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.026E-4	0.0	0.0	2.438E-4	1.959E-4	0.0014344	0.0045572	0.0053207	0.0042663	0.0095578	0.0074304	0.0106178	0.0124564	0.0225679	0.0088901	
Seaside Sparrow	0.0025157	0.0019941	0.0025292	0.0019687	0.0017462	0.0018443	0.0021346	0.0024146	0.001847	0.002541	0.0046216	0.005133	0.0059639	0.0080657	0.0101684	0.0090959	0.0069337	0.0032153	0.003074	0.0015139	0.0020129	0.0027384	0.0027192	0.0026135	0.0033831	0.0033148	0.0029135	0.0033499	0.0031331	0.0020562	0.0033713	0.0028371	0.0016301	0.0016932	0.0029339	0.0017556	0.002584	0.0031828	0.0029645	0.0034787	0.0037029	0.0036846	0.0043759	0.0019538	0.0027279	0.0023533	0.0067988	0.0027726	
Nelson's Sparrow	0.0013306	0.0011167	0.0011295	0.0011932	8.315E-4	5.994E-4	5.837E-4	9.818E-4	6.06E-4	7.569E-4	0.0011112	9.833E-4	0.0011536	0.0013168	0.0021767	0.0027513	0.0021421	8.957E-4	1.808E-4	2.97E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.73E-5	0.0	0.0	0.0	0.0015	0.0011213	0.001469	0.001817	0.0026786	0.0022289	0.001713	0.0024182	0.0013914	0.0018046	0.0012984	0.0042715	0.0013863	
Nelson's/Saltmarsh Sparrow (Sharp-tailed Sparrow)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.83E-5	0.0	1.19E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ammospiza sp.	0.0	0.0	0.0	0.0	2.77E-5	0.0	0.0	0.0	2.89E-5	0.0	0.0	0.0	0.0015	0.0	1.55E-5	1.19E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.48E-5	0.0	3.23E-5	0.0	0.0	0.0	0.0	0.0	2.2E-5	
Savannah Sparrow	0.1603842	0.1471378	0.1599754	0.1500388	0.1464841	0.1275762	0.1088635	0.1544299	0.151251	0.142973	0.1404652	0.1379241	0.1193653	0.111987	0.1024302	0.0794792	0.0492503	0.0249644	0.0080648	8.905E-4	3.178E-4	2.106E-4	2.364E-4	1.936E-4	0.0	0.0	6.62E-5	9.05E-5	6.14E-5	2.419E-4	1.744E-4	2.986E-4	6.422E-4	0.0015906	0.005271	0.011793	0.0216957	0.0393203	0.0724395	0.1048146	0.1245326	0.1275372	0.1479349	0.141415	0.1457109	0.1524385	0.1919339	0.1582607	
Baird's Sparrow	1.04E-4	0.0	9.82E-5	6.363E-4	1.386E-4	2.31E-5	1.67E-5	7.96E-5	3.463E-4	6.217E-4	2.53E-5	3.33E-5	4.35E-5	0.0	0.0015	2.37E-5	1.315E-4	6.89E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	4.97E-5	0.0015	0.0	0.0	4.78E-5	3.48E-5	0.0	0.0	0.0	1.184E-4	0.0	2.84E-4	8.543E-4	1.32E-4	
Henslow's Sparrow	5.614E-4	7.445E-4	6.139E-4	3.778E-4	3.049E-4	4.841E-4	3.669E-4	2.653E-4	4.04E-4	3.514E-4	2.273E-4	6.67E-5	2.18E-5	0.0	1.55E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	7.19E-5	3.23E-5	1.919E-4	1.776E-4	1.259E-4	3.246E-4	0.0013527	0.0010783	
Grasshopper/Baird's Sparrow	0.0	0.0	4.91E-5	0.0	2.77E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
