









Frequency of observations in the selected location(s).:
Number of taxa: 	621

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Swan Goose (Domestic type)	0.0030752532561505066	0.0027478818410808336	0.0030978934324659233	0.0028127313101406364	0.0044662795891022775	0.0027184466019417475	0.002173617714984377	0.0029506437768240345	0.0037624294544477293	0.0032378580323785804	0.002890173410404624	0.0021216407355021216	0.002025036818851252	0.002233211038443133	0.0016027781487912382	0.0011237102870569006	0.001957713390759593	2.771618625277162E-4	0.0012185215272136475	9.973404255319148E-4	0.0016494845360824743	8.357709987463436E-4	0.004106776180698152	0.0034937888198757765	9.555661729574773E-4	0.0023430178069353325	0.0011862396204033216	0.002564102564102564	0.0022727272727272726	0.002296211251435132	5.534034311012728E-4	0.0017188037126160192	0.0029251984956122023	0.0028961522548613984	4.329004329004329E-4	0.0018703241895261845	0.0018670649738610904	0.002206693637366679	6.971070059254096E-4	0.0024400162667751117	0.0012784454103809768	0.003388681802778719	0.00539568345323741	0.004625850340136055	0.004235656526761648	0.006206644760861628	0.0027116601385959627	0.003484320557491289	
Graylag x Swan Goose (Domestic type) (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3886818027787193E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Greater White-fronted Goose	0.05861070911722142	0.056331577742157087	0.059273027674514665	0.05225758697261288	0.047119249665029034	0.03398058252427184	0.026898519222931665	0.022263948497854076	0.01585595270088686	0.005977584059775841	0.0022232103156958646	0.0021216407355021216	0.0031296023564064803	0.0015951507417450949	0.0012020836115934285	0.0011237102870569006	5.873140172278779E-4	8.314855875831486E-4	4.0617384240454913E-4	6.648936170212766E-4	4.123711340206186E-4	0.0	5.13347022587269E-4	0.0	9.555661729574773E-4	0.0	0.0	4.2735042735042735E-4	5.681818181818182E-4	0.001148105625717566	0.0015	0.0015	0.002089427496865859	0.0	4.329004329004329E-4	6.234413965087282E-4	3.734129947722181E-4	0.01875689591761677	0.02474729871035204	0.0969906466043107	0.10662234722577346	0.055235513385293124	0.05287769784172662	0.05442176870748299	0.05390835579514825	0.06863818912011684	0.11931304609822235	0.06070053181734825	
Snow x Greater White-fronted Goose (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5568908207619537E-4	0.0	0.0	0.0	0.0	0.0	3.0129557095510696E-4	0.0	
Domestic goose sp. (Domestic type)	1.808972503617945E-4	0.0	0.0	0.0	0.0	0.0	1.3585110718652356E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.137360364087712E-4	0.0	0.0	0.0	0.0	6.971070059254096E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cackling Goose	0.0030752532561505066	0.002060911380810625	0.003304419661296985	0.003552923760177646	0.004242965609647164	0.0017475728155339806	0.0017660643934248063	0.002145922746781116	0.0	2.4906600249066E-4	2.2232103156958648E-4	0.0	0.0	0.0	1.3356484573260317E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0333468889792598E-4	0.0012784454103809768	3.3886818027787193E-4	0.0014388489208633094	0.0010884353741496598	0.0023103581055063534	0.0032858707557502738	0.011147936125338957	0.0022006235099944985	
Canada Goose	0.06638929088277858	0.056789558049003895	0.059686080132176786	0.05655070318282754	0.06833407771326486	0.06388349514563106	0.06276321152017389	0.06893776824034335	0.07874227358237033	0.06625155666251557	0.0624722098710538	0.05926449787835927	0.06480117820324006	0.05646833625777636	0.05062107653265661	0.043824701195219126	0.04972592012529366	0.04767184035476718	0.05077173030056864	0.0339095744680851	0.03134020618556701	0.03092352695361471	0.028234086242299793	0.022903726708074536	0.025322503583373148	0.028116213683223992	0.027283511269276393	0.03418803418803419	0.04147727272727273	0.04305396096440873	0.04150525733259546	0.034376074252320386	0.04638529043042206	0.04509722796855606	0.03636363636363636	0.03958852867830424	0.040328603435399554	0.043766090474439134	0.05228302544440572	0.03538023586823912	0.03733060598312452	0.05083022704168079	0.06151079136690647	0.05414965986394558	0.047362341162880246	0.04454180357794816	0.04157878879180476	0.057949752429855124	
Swan Goose (Domestic type) x Canada Goose (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6860356138706655E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Graylag Goose (Domestic type) x Canada Goose (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0333468889792598E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Cackling/Canada Goose	0.0	0.0	4.130524576621231E-4	2.9607698001480384E-4	4.4662795891022776E-4	1.941747572815534E-4	8.151066431191414E-4	2.682403433476395E-4	0.0	2.4906600249066E-4	6.669630947087594E-4	1.4144271570014144E-4	3.681885125184094E-4	1.595150741745095E-4	1.3356484573260317E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.734129947722181E-4	0.0	0.0	2.0333468889792598E-4	2.5568908207619537E-4	3.3886818027787193E-4	0.0	8.163265306122449E-4	0.0	3.650967506389193E-4	0.0	0.0	
goose sp.	5.426917510853835E-4	9.159606136936112E-4	2.0652622883106156E-4	4.4411547002220575E-4	2.2331397945511388E-4	1.941747572815534E-4	2.717022143730471E-4	0.0	0.0	0.0	0.0	1.4144271570014144E-4	0.0	1.595150741745095E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.485535029627048E-4	4.0666937779585197E-4	0.002045512656609563	0.0	3.5971223021582735E-4	8.163265306122449E-4	0.0023103581055063534	7.301935012778386E-4	9.038867128653209E-4	9.169264624977076E-4	
Trumpeter Swan	0.0	0.0	0.0	0.0	2.2331397945511388E-4	0.0015	0.0	2.682403433476395E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Tundra Swan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.00391684242241639	0.0012836970474967907	
Trumpeter/Tundra Swan	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5568908207619537E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
swan sp.	0.0015	0.0	0.0	0.0	2.2331397945511388E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Muscovy Duck (Domestic type)	0.0394356005788712	0.03847034577513167	0.03510945890128046	0.0386380458919319	0.03260384100044663	0.030679611650485435	0.0213286238282842	0.03567596566523605	0.0333243751679656	0.03188044831880448	0.026233881725211204	0.02446958981612447	0.023932253313696614	0.01946083904929016	0.014157873647655937	0.011747880273776688	0.01370399373531715	0.016906873614190687	0.01868399675060926	0.020279255319148936	0.015670103092783504	0.0192227329711659	0.023100616016427104	0.022127329192546584	0.016722408026755852	0.019212746016869727	0.021352313167259787	0.01581196581196581	0.014772727272727272	0.023536165327210104	0.024349750968456003	0.018219319353729804	0.02131216046803176	0.02027306578402979	0.01774891774891775	0.016521197007481298	0.018297236743838687	0.020595807282089002	0.027884280237016383	0.01972346482309882	0.02250063922270519	0.03558115892917655	0.038489208633093526	0.037551020408163265	0.030804774740084712	0.03504928806133625	0.025610123531184092	0.03979460847240052	
Wood Duck	0.10944283646888567	0.08884817952828028	0.09809995869475423	0.11621021465581051	0.13622152746761948	0.1436893203883495	0.1469908979758185	0.15638412017167383	0.17011556033324376	0.18181818181818182	0.1891951978657181	0.1669024045261669	0.15463917525773196	0.14005423512521933	0.12822225190329906	0.11758095821840842	0.14624119028974158	0.1571507760532151	0.1413484971567831	0.12367021276595745	0.16123711340206184	0.12202256581696615	0.13809034907597537	0.12461180124223603	0.11801242236024845	0.10731021555763824	0.10498220640569395	0.09487179487179487	0.09488636363636363	0.09070034443168772	0.09131156613171001	0.0983155723616363	0.11282908483075638	0.11956971452213488	0.11038961038961038	0.11689526184538654	0.11389096340552651	0.1154836336888562	0.1094457999302893	0.07726718178121188	0.08923548964459217	0.09962724500169434	0.10359712230215827	0.0908843537414966	0.0843280708509819	0.10879883169039796	0.10304308526664659	0.10177883733724555	
Blue-winged Teal	0.05897250361794501	0.05335470574765285	0.059273027674514665	0.06202812731310141	0.058284948637784724	0.05281553398058252	0.04700448308653715	0.07457081545064377	0.09244826659500134	0.10410958904109589	0.13205869275233437	0.14031117397454032	0.1404639175257732	0.1379805391609507	0.13262989181247495	0.12442537542139136	0.08848864526233359	0.06762749445676275	0.039398862713241264	0.0269281914893617	0.02020618556701031	0.01211867948182198	0.008726899383983572	0.009316770186335404	0.009077878643096034	0.009840674789128397	0.010676156583629894	0.010256410256410256	0.00909090909090909	0.012629161882893225	0.03541781959048146	0.054657958061189414	0.0739657333890514	0.08522962350020687	0.08181818181818182	0.08790523690773068	0.070201643017177	0.07723427730783376	0.0582084349947717	0.10004066693777959	0.08565584249552544	0.05557438156557099	0.05683453237410072	0.042993197278911564	0.05275317674239507	0.056589996349032494	0.07713166616450738	0.07280396112231799	
Cinnamon Teal	0.0030752532561505066	0.001144950767117014	0.004750103263114415	0.003404885270170244	0.0013398838767306833	0.0015533980582524273	0.0020377666077978536	8.047210300429185E-4	0.0037624294544477293	9.9626400996264E-4	0.0022232103156958646	0.0015558698727015559	1.840942562592047E-4	4.785452225235285E-4	2.6712969146520634E-4	1.0215548064153642E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0333468889792598E-4	0.0	0.0	3.5971223021582735E-4	2.7210884353741496E-4	7.701193685021178E-4	0.001095290251916758	9.038867128653209E-4	0.001650467632495874	
Blue-winged x Cinnamon Teal (hybrid)	1.808972503617945E-4	4.579803068468056E-4	0.0	0.0	0.0	0.0	1.3585110718652356E-4	0.0	0.0	0.0	2.2232103156958648E-4	2.828854314002829E-4	0.0	0.0	1.3356484573260317E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Blue-winged/Cinnamon Teal	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4906600249066E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.485535029627048E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Shoveler	0.11450795947901592	0.11151820471719716	0.11833952912019827	0.11709844559585492	0.10495757034390353	0.09009708737864078	0.06901236245075397	0.08664163090128756	0.08062348830959419	0.06625155666251557	0.06825255669186304	0.04978783592644979	0.03313696612665685	0.02233211038443133	0.018031254173901428	0.016753498825211974	0.009201252936570085	0.004988913525498891	0.002843216896831844	0.003324468085106383	0.004123711340206186	0.0025073129962390303	0.002053388090349076	0.0019409937888198758	0.0023889154323936935	0.0023430178069353325	0.0029655990510083037	8.547008547008547E-4	0.003409090909090909	5.74052812858783E-4	0.002767017155506364	0.0048126503953248535	0.00961136648558295	0.007860984691766652	0.012121212121212121	0.019326683291770574	0.01717699775952203	0.02831923501287238	0.0292784942488672	0.07503050020333468	0.09486064945026847	0.09013893595391392	0.10251798561151079	0.09006802721088436	0.08971890643049672	0.10441767068273092	0.1388972582103043	0.09994498441225014	
Gadwall	0.1217438494934877	0.10464850011449507	0.11214374225526642	0.1070318282753516	0.10339437248771773	0.08640776699029126	0.0662953403070235	0.07939914163090128	0.07094866971244289	0.06077210460772105	0.048910626945309024	0.032956152758132955	0.018409425625920472	0.013080236082309779	0.010017363429945239	0.006537950761058331	0.003915426781519186	0.0033259423503325942	4.0617384240454913E-4	6.648936170212766E-4	0.0016494845360824743	0.0012536564981195152	0.001026694045174538	3.8819875776397513E-4	0.0019111323459149545	0.0023430178069353325	0.0017793594306049821	4.2735042735042735E-4	5.681818181818182E-4	5.74052812858783E-4	5.534034311012728E-4	3.4376074252320387E-4	0.0	8.274720728175424E-4	8.658008658008658E-4	0.0018703241895261845	0.002987303958177745	0.00625229863920559	0.021610317183687697	0.05530703538023587	0.08003068268984914	0.09488309047780413	0.10107913669064748	0.09687074829931973	0.09896033885252215	0.10551296093464768	0.13708948478457367	0.1019622226297451	
Northern Shoveler x Gadwall (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.5971223021582735E-4	0.0	0.0	0.0	0.0	0.0	
Eurasian Wigeon	0.002170767004341534	4.579803068468056E-4	0.0012391573729863693	8.882309400444115E-4	2.2331397945511388E-4	0.0	0.0	5.36480686695279E-4	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6677058499908307E-4	
American Wigeon	0.031657018813314036	0.02518891687657431	0.028707145807517556	0.030347890451517395	0.03126395712371594	0.022524271844660194	0.017253090612688492	0.017703862660944206	0.013974737973662993	0.014196762141967622	0.010893730546909737	0.005799151343705799	0.004786450662739323	0.0017546658159196043	0.0012020836115934285	9.193993257738277E-4	0.0011746280344557558	0.0	4.0617384240454913E-4	3.324468085106383E-4	0.0012371134020618556	4.178854993731718E-4	0.0	3.8819875776397513E-4	0.0	0.0	0.0	0.0	0.0	5.74052812858783E-4	0.0	0.0	4.178854993731718E-4	0.0	0.0	0.0	0.0011202389843166542	0.003677822728944465	0.0059254095503659815	0.016876779178527857	0.02096650473024802	0.0193154862758387	0.02446043165467626	0.020680272108843538	0.022333461686561418	0.02190580503833516	0.035854172943657725	0.02750779387493123	
Mallard	0.13350217076700435	0.13464621021296083	0.1305245766212309	0.14137675795706883	0.13041536400178652	0.12252427184466019	0.10582801249830186	0.12795064377682402	0.11126041386723999	0.09738480697384808	0.09092930191196087	0.06647807637906648	0.06406480117820323	0.054075610145158715	0.050487511686924	0.04198590254367147	0.05442443226311668	0.057926829268292686	0.0479285134037368	0.0495345744680851	0.03793814432989691	0.03635603844546594	0.04620123203285421	0.05046583850931677	0.040611562350692784	0.03748828491096532	0.03499406880189798	0.03504273504273504	0.03068181818181818	0.04075774971297359	0.03431101272827892	0.036094877964936406	0.038863351441704976	0.03640877120397187	0.03116883116883117	0.03865336658354115	0.042195668409260645	0.03604266274365576	0.05228302544440572	0.05815372102480683	0.07772948095116339	0.10301592680447307	0.11007194244604317	0.11428571428571428	0.11744320369657296	0.13581599123767799	0.15516721904188008	0.1382725105446543	
Mallard (Domestic type)	0.054088277858176555	0.049461873139455007	0.04894671623296159	0.047372316802368614	0.04510942384993301	0.04660194174757282	0.03640809672598832	0.0523068669527897	0.04971781779091642	0.0448318804483188	0.04868830591373944	0.037057991513437055	0.041237113402061855	0.04019779869197639	0.031788433284359555	0.02656042496679947	0.03523884103367267	0.04296008869179601	0.04833468724614135	0.048204787234042555	0.04618556701030928	0.040117007939824485	0.049794661190965095	0.050854037267080744	0.04395604395604396	0.04498594189315839	0.037366548042704624	0.03333333333333333	0.04375	0.03559127439724455	0.03320420586607637	0.03918872464764524	0.041370664437944	0.04054613156805958	0.032034632034632034	0.032418952618453865	0.03136669156086632	0.03457153365207797	0.03590101080515859	0.030093533956893046	0.034518026080286375	0.05083022704168079	0.05539568345323741	0.05414965986394558	0.047747400847131305	0.038335158817086525	0.03946971979511901	0.05098111131487255	
Muscovy Duck x Mallard (hybrid)	0.0016280752532561505	0.0	4.130524576621231E-4	2.9607698001480384E-4	2.2331397945511388E-4	0.0	2.717022143730471E-4	0.0	5.374899220639613E-4	4.9813200498132E-4	2.2232103156958648E-4	7.072135785007072E-4	3.681885125184094E-4	4.785452225235285E-4	0.0	5.107774032076821E-4	0.0	0.0011086474501108647	0.0	0.0	0.0015	0.0	0.0	3.8819875776397513E-4	0.0	0.0	0.0	0.0	5.681818181818182E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.734129947722181E-4	0.0	0.0	0.0	2.5568908207619537E-4	0.0	7.194244604316547E-4	2.7210884353741496E-4	3.850596842510589E-4	3.650967506389193E-4	3.0129557095510696E-4	0.0011003117549972493	
American Black Duck	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.650967506389193E-4	0.0	0.0	
Mottled Duck	0.03418958031837916	0.030684680558735973	0.040272614622057	0.03789785344189489	0.045556051808843236	0.038834951456310676	0.031381605760086945	0.04586909871244635	0.04407417360924483	0.054047322540473224	0.05824811027123166	0.05770862800565771	0.06148748159057437	0.06316796937310576	0.07412848938159476	0.08172438451322914	0.0644087705559906	0.04767184035476718	0.054427294882209584	0.05152925531914894	0.0622680412371134	0.060593397409109906	0.0646817248459959	0.05357142857142857	0.062111801242236024	0.06466729147141519	0.045077105575326216	0.037606837606837605	0.028977272727272727	0.029850746268656716	0.036524626452684006	0.039876246132691646	0.05014625992478061	0.04261481175010343	0.047186147186147186	0.04114713216957606	0.036221060492905154	0.04597278411180581	0.040432206343673754	0.06527043513623425	0.052160572743543854	0.04066418163334463	0.0341726618705036	0.02585034013605442	0.02464381979206777	0.03760496531580869	0.06749020789394396	0.043278929029891805	
Mallard x Mottled Duck (hybrid)	0.0	0.0	0.0	0.0	0.0	3.883495145631068E-4	0.0	0.0	2.687449610319806E-4	0.0	0.0	0.0	0.0	0.0	1.3356484573260317E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.931198102016608E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5568908207619537E-4	0.0	3.5971223021582735E-4	0.0	0.0	0.0	0.0	1.8338529249954154E-4	
