









Frequency of observations in the selected location(s).:
Number of taxa: 	1055

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Ladder-backed Woodpecker	0.0043572	0.0044886	0.0045796	0.0040971	0.0045823	0.0042644	0.0044537	0.0051875	0.0052903	0.0061058	0.0070837	0.007072	0.0064069	0.0072528	0.0071692	0.0089149	0.0091241	0.0079501	0.0103201	0.0117483	0.0078583	0.0053419	0.0046484	0.0043529	0.0040578	0.004694	0.0037269	0.0039438	0.0040933	0.0033096	0.0032834	0.0037472	0.0045931	0.0048342	0.0051925	0.0048103	0.0044054	0.0057837	0.0053064	0.0048164	0.0044149	0.0051597	0.0043938	0.0046314	0.0047105	0.0044089	0.0065106	0.005464	
Nuttall's x Ladder-backed Woodpecker (hybrid)	9.08E-5	3.45E-5	5.15E-5	5.06E-5	5.83E-5	1.327E-4	8.59E-5	1.274E-4	1.352E-4	1.566E-4	1.523E-4	1.042E-4	1.79E-5	1.247E-4	1.298E-4	2.43E-4	2.612E-4	1.328E-4	1.791E-4	1.267E-4	0.0	2.59E-5	2.69E-5	2.27E-5	8.57E-5	5.83E-5	3.03E-5	0.0	3.03E-5	5.96E-5	0.0	2.04E-5	7.21E-5	7.29E-5	1.372E-4	3.35E-5	6.54E-5	9.18E-5	1.195E-4	1.116E-4	4.82E-5	4.78E-5	7.62E-5	1.323E-4	0.0	5.1E-5	6.69E-5	7.15E-5	
Nuttall's/Ladder-backed Woodpecker	3.89E-4	3.453E-4	1.715E-4	2.403E-4	9.71E-5	1.991E-4	3.435E-4	3.458E-4	2.51E-4	3.523E-4	3.618E-4	2.084E-4	3.4E-4	2.317E-4	2.92E-4	2.814E-4	3.101E-4	3.651E-4	3.358E-4	3.483E-4	3.477E-4	2.075E-4	1.075E-4	2.721E-4	1.429E-4	1.458E-4	3.03E-5	1.578E-4	1.516E-4	1.491E-4	3.314E-4	3.258E-4	2.405E-4	2.672E-4	1.372E-4	1.844E-4	1.527E-4	3.672E-4	2.629E-4	2.603E-4	4.342E-4	4.3E-4	3.556E-4	3.781E-4	1.917E-4	4.587E-4	3.567E-4	4.291E-4	
Hairy Woodpecker	0.029826	0.0259301	0.0272032	0.0272129	0.0245622	0.0231802	0.0215079	0.0248635	0.0250227	0.0290417	0.0330191	0.035985	0.0362761	0.0405232	0.0436151	0.0460964	0.0462083	0.0504058	0.0594806	0.0637924	0.0683372	0.07279	0.0781363	0.0724569	0.065897	0.0643751	0.0559343	0.0546954	0.0483612	0.04863	0.0504865	0.0489176	0.0501395	0.0502611	0.0465723	0.0480021	0.0423745	0.0437447	0.0386987	0.0387913	0.0369352	0.0344457	0.031696	0.0305104	0.0277428	0.0338439	0.0433445	0.0350584	
Downy x Hairy Woodpecker (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.29E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	
Downy/Hairy Woodpecker	0.0011023	7.769E-4	9.262E-4	0.0010622	0.001165	0.0012445	0.0017668	0.0012923	7.916E-4	0.0010763	0.0017138	0.0015238	0.0016644	0.0016751	0.0016058	0.0016755	0.0018934	0.0018921	0.0021043	0.001425	0.001414	0.0019189	0.0015316	0.0017683	0.0017146	0.0016327	0.0011211	0.0014649	9.096E-4	0.0014908	0.0015363	0.001283	0.0016352	0.0014575	0.0016927	0.0014917	0.0019192	0.0015148	0.0014581	0.0012459	0.0014234	0.0011944	0.0014985	0.00138	9.038E-4	0.0012233	0.0012486	0.001273	
White-headed Woodpecker	0.0026454	0.002814	0.0026586	0.0035028	0.0031455	0.0028374	0.0031777	0.0029669	0.0025486	0.003366	0.0046272	0.0047667	0.0052795	0.0060767	0.0065204	0.0097334	0.0109359	0.0122986	0.0143721	0.0196491	0.0302974	0.0388455	0.0442271	0.0404679	0.0309767	0.0297676	0.0251492	0.0214996	0.0191019	0.0167864	0.0159954	0.0129727	0.011615	0.0114175	0.0091269	0.0080618	0.0067825	0.0078722	0.007864	0.0087773	0.0070445	0.0080501	0.0048509	0.0041966	0.0030125	0.0035169	0.0054849	0.0028178	
Dryobates sp.	0.0	3.45E-5	1.72E-5	0.0	3.88E-5	1.66E-5	4.91E-5	0.0	9.65E-5	5.87E-5	9.52E-5	5.21E-5	5.37E-5	5.35E-5	6.49E-5	3.84E-5	8.16E-5	4.98E-5	6.72E-5	1.267E-4	1.854E-4	1.037E-4	1.612E-4	9.07E-5	5.72E-5	1.749E-4	6.06E-5	2.25E-5	0.0	0.0	3.01E-5	8.15E-5	4.81E-5	2.43E-5	6.86E-5	3.35E-5	4.36E-5	6.89E-5	4.78E-5	1.302E-4	2.41E-5	7.17E-5	5.08E-5	5.67E-5	2.74E-5	2.55E-5	4.46E-5	4.29E-5	
Pileated Woodpecker	0.0045776	0.004057	0.0038078	0.0050202	0.0044464	0.0043805	0.0053862	0.0055879	0.005773	0.006732	0.0088356	0.0094684	0.0097178	0.0116366	0.012619	0.014095	0.015751	0.0165474	0.0187598	0.0223725	0.0219987	0.0178669	0.0202327	0.0175928	0.0150597	0.0129158	0.0121807	0.0111554	0.0099451	0.0093622	0.0103624	0.0108751	0.0104127	0.0115875	0.0101105	0.0090674	0.0075677	0.0082853	0.0075055	0.0076058	0.0073098	0.0057808	0.0054605	0.0048582	0.0043545	0.0051479	0.0066667	0.0051636	
Northern Flicker	0.2136577	0.2040397	0.2068197	0.2127719	0.2037202	0.1964425	0.1809828	0.193684	0.2052015	0.2213742	0.2149862	0.1885728	0.1456592	0.1296956	0.1172855	0.1121713	0.107221	0.1065045	0.1137676	0.116739	0.1220705	0.1294246	0.1374372	0.1344624	0.1249643	0.1160675	0.1175954	0.1056949	0.0980565	0.101464	0.1006717	0.0944545	0.0953973	0.1029515	0.1197703	0.1746614	0.242296	0.2876455	0.3010565	0.2934821	0.2852766	0.2703581	0.2645908	0.2606994	0.2647204	0.2685339	0.2919064	0.2495423	
Gilded Flicker	1.3E-5	0.0	5.15E-5	0.0	0.0	1.66E-5	0.0	1.82E-5	1.93E-5	0.0	9.52E-5	5.21E-5	1.969E-4	1.426E-4	8.11E-5	8.95E-5	9.79E-5	1.328E-4	1.791E-4	3.008E-4	1.391E-4	2.334E-4	1.343E-4	9.07E-5	2.86E-5	0.0	9.09E-5	4.51E-5	0.0	2.98E-5	0.0	2.04E-5	0.0015	2.43E-5	2.29E-5	0.0015	4.36E-5	2.3E-5	0.0015	3.72E-5	2.41E-5	7.17E-5	0.0	3.78E-5	0.0	0.0015	2.23E-5	4.29E-5	
Northern x Gilded Flicker (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.78E-5	0.0	0.0	0.0	0.0	0.0	0.0	4.64E-5	0.0	2.69E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern/Gilded Flicker	1.3E-5	0.0	0.0	0.0	1.94E-5	3.32E-5	3.68E-5	0.0	0.0	0.0	3.81E-5	1.3E-5	5.37E-5	7.13E-5	1.62E-5	2.56E-5	1.63E-5	3.32E-5	4.48E-5	1.425E-4	1.159E-4	2.59E-5	1.343E-4	2.27E-5	0.0015	0.0	3.03E-5	2.25E-5	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	6.54E-5	2.3E-5	0.0	1.86E-5	4.82E-5	2.39E-5	2.54E-5	1.89E-5	2.74E-5	0.0	0.0	0.0	
woodpecker sp.	9.985E-4	0.0010013	8.576E-4	0.0010369	0.0012427	0.0012445	0.0015705	0.0014561	0.0017956	0.0020353	0.002247	0.002162	0.0021118	0.0024948	0.0023843	0.0025325	0.0020893	0.0025062	0.0022386	0.0018683	0.0016458	0.0021264	0.0020958	0.0025392	0.0020575	0.0013995	0.0016968	0.0018254	0.0015463	0.0013417	0.0014459	0.0016903	0.0011302	0.0011175	9.836E-4	0.0012403	0.0012649	0.0012623	0.0015298	0.0010972	0.0016646	0.0015766	0.0013461	0.0012854	7.668E-4	0.0014781	0.0012709	0.0010299	
Crested Caracara	3.89E-5	1.73E-5	6.86E-5	1.012E-4	7.77E-5	7.135E-4	3.19E-4	3.094E-4	3.86E-5	1.96E-5	1.9E-5	2.6E-5	1.79E-5	3.56E-5	2.595E-4	2.56E-5	1.63E-5	1.66E-5	2.24E-5	0.0	2.32E-5	2.075E-4	1.881E-4	4.53E-5	5.72E-5	8.75E-5	3.03E-4	0.0015	6.06E-5	8.94E-5	3.01E-5	1.018E-4	2.164E-4	2.429E-4	1.83E-4	1.676E-4	8.72E-5	9.18E-5	1.195E-4	1.86E-5	4.82E-5	4.78E-5	2.54E-5	7.56E-5	1.369E-4	2.55E-5	1.784E-4	7.15E-5	
Eurasian Kestrel	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
American Kestrel	0.1677257	0.1591541	0.1636136	0.157916	0.1504602	0.1287769	0.108386	0.1249363	0.1154403	0.1091606	0.098886	0.0895522	0.0826458	0.0772685	0.0698263	0.0675074	0.0631672	0.0645135	0.06651	0.0686532	0.0644428	0.0711822	0.0701024	0.0710739	0.06664	0.0681361	0.06963	0.0720258	0.0724356	0.0828886	0.09046	0.0980795	0.103814	0.1178428	0.1243681	0.1367994	0.139402	0.1517064	0.1544364	0.1594235	0.16499	0.169983	0.182684	0.1751418	0.1768363	0.1743164	0.1948941	0.1786675	
Merlin	0.0315507	0.0296936	0.0301533	0.026568	0.0266009	0.0233461	0.017729	0.0209865	0.01952	0.0181021	0.0160335	0.0151859	0.0117938	0.0101932	0.0069259	0.0041057	0.0011589	3.153E-4	1.343E-4	3.17E-5	4.64E-5	0.0	0.0	4.53E-5	0.0	0.0015	0.0	9.01E-5	1.516E-4	8.94E-5	4.518E-4	7.332E-4	0.0020681	0.0047127	0.0099961	0.0167102	0.0196061	0.0252002	0.0271058	0.0331381	0.0359219	0.0380049	0.0388581	0.0343478	0.0336309	0.0351436	0.0451505	0.0336566	
Gyrfalcon	0.0	5.006E-4	4.631E-4	5.185E-4	7.184E-4	2.821E-4	3.558E-4	1.092E-4	5.79E-5	5.87E-5	1.9E-5	5.21E-5	1.79E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0015	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0015	
Peregrine Falcon	0.0412247	0.0419335	0.04252	0.0369752	0.0375519	0.031825	0.024612	0.0309246	0.0281505	0.0245406	0.0232505	0.0203303	0.0194713	0.0191033	0.020956	0.0185972	0.0161101	0.0156014	0.0161406	0.0163083	0.0172002	0.0171926	0.0160679	0.0173434	0.0202892	0.0235867	0.0259067	0.0254659	0.0277736	0.0295477	0.0334066	0.0385923	0.0398952	0.0409571	0.0415399	0.0454545	0.0417857	0.047348	0.0458457	0.0457462	0.0508552	0.0510714	0.0522934	0.0494518	0.0495153	0.0466882	0.050078	0.0409515	
Prairie Falcon	0.0125788	0.013224	0.0124867	0.013872	0.012116	0.0097566	0.0067481	0.008664	0.0060819	0.0059101	0.0047796	0.004376	0.0039014	0.0040452	0.0036332	0.0040673	0.0032155	0.0030207	0.002955	0.004465	0.0032453	0.0032933	0.0032243	0.0028112	0.0023718	0.0022741	0.0023028	0.0020057	0.0018495	0.0023555	0.0030726	0.0040934	0.0048336	0.0052715	0.0053297	0.0062182	0.0066299	0.0066558	0.0074577	0.0096513	0.0104461	0.0118959	0.0151623	0.0120227	0.0129539	0.0134305	0.0153846	0.013188	
Peregrine x Prairie Falcon (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
large falcon sp.	7.78E-5	1.73E-5	1.72E-5	1.138E-4	1.94E-5	1.493E-4	2.45E-5	1.274E-4	1.545E-4	7.83E-5	7.62E-5	1.3E-5	1.79E-5	0.0	1.62E-5	3.84E-5	0.0	6.64E-5	6.72E-5	3.17E-5	0.0	5.19E-5	2.69E-5	6.8E-5	0.0	0.0	3.03E-5	2.25E-5	0.0	0.0	0.0	2.04E-5	1.202E-4	4.86E-5	9.15E-5	5.03E-5	4.36E-5	4.59E-5	7.17E-5	7.44E-5	7.24E-5	2.389E-4	5.08E-5	5.67E-5	1.643E-4	5.1E-5	1.561E-4	1.287E-4	
small falcon sp.	1.3E-5	3.45E-5	1.029E-4	3.79E-5	1.94E-5	4.98E-5	4.91E-5	9.1E-5	9.65E-5	1.96E-5	1.9E-5	2.6E-5	5.37E-5	7.13E-5	4.87E-5	6.4E-5	0.0015	3.32E-5	2.24E-5	1.58E-5	0.0	2.59E-5	0.0	2.27E-5	2.86E-5	0.0	0.0	0.0	0.0	2.98E-5	0.0	2.04E-5	0.0	4.86E-5	4.57E-5	5.03E-5	2.18E-5	2.3E-5	2.39E-5	1.116E-4	2.41E-5	4.78E-5	5.08E-5	1.89E-5	5.48E-5	2.55E-5	1.115E-4	2.86E-5	
falcon sp.	0.001206	0.0012603	0.0013036	0.0012772	0.0014174	0.0014934	0.0013619	0.0012741	9.461E-4	0.0010959	9.902E-4	0.0012763	0.0011454	9.801E-4	0.0010705	6.011E-4	5.876E-4	3.319E-4	7.388E-4	5.225E-4	6.027E-4	5.705E-4	4.03E-4	6.121E-4	8.287E-4	5.54E-4	5.757E-4	7.437E-4	6.974E-4	6.261E-4	6.326E-4	7.128E-4	9.138E-4	9.474E-4	0.0012352	0.0013744	0.0013521	0.0015836	0.0016015	0.0017108	0.0018817	0.0018393	0.0015238	0.0018526	0.0015063	0.0017075	0.002029	0.0016306	
diurnal raptor sp.	7.78E-5	1.73E-5	8.58E-5	3.79E-5	5.83E-5	1.161E-4	1.472E-4	1.638E-4	7.72E-5	3.91E-5	7.62E-5	9.12E-5	2.327E-4	5.35E-5	1.46E-4	1.023E-4	8.16E-5	6.64E-5	8.95E-5	3.17E-5	2.32E-5	7.78E-5	8.06E-5	9.07E-5	1.143E-4	8.75E-5	6.06E-5	6.76E-5	6.06E-5	1.193E-4	6.02E-5	1.018E-4	2.4E-5	1.7E-4	0.0	1.173E-4	1.09E-4	1.377E-4	4.78E-5	1.86E-4	1.93E-4	1.194E-4	2.286E-4	1.701E-4	2.739E-4	1.019E-4	2.676E-4	1.001E-4	
Cockatiel (Domestic type)	0.0	0.0	0.0	1.26E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Rose-ringed Parakeet	9.077E-4	8.977E-4	0.0012006	8.346E-4	5.825E-4	7.135E-4	0.001092	9.101E-4	9.268E-4	8.415E-4	8.759E-4	9.638E-4	7.874E-4	9.267E-4	7.786E-4	7.418E-4	8.161E-4	6.473E-4	7.164E-4	5.067E-4	6.954E-4	5.705E-4	5.105E-4	5.441E-4	4.001E-4	4.956E-4	3.636E-4	8.113E-4	3.335E-4	3.578E-4	4.217E-4	5.702E-4	7.936E-4	8.745E-4	0.0010293	0.0010392	0.001025	6.197E-4	6.932E-4	6.881E-4	6.755E-4	6.927E-4	7.873E-4	6.616E-4	6.573E-4	0.0010194	0.0013601	7.867E-4	
Monk Parakeet	0.0	0.0	0.0	1.26E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.9E-5	1.3E-5	0.0015	0.0	0.0	0.0	1.63E-5	1.66E-5	0.0	0.0	0.0	0.0	2.69E-5	2.27E-5	2.86E-5	0.0	0.0	0.0	3.03E-5	0.0	0.0	2.04E-5	0.0	0.0	2.29E-5	0.0	0.0	0.0	0.0	0.0	0.0	2.39E-5	5.08E-5	3.78E-5	0.0	0.0	2.23E-5	1.43E-5	
White-winged Parakeet	1.3E-5	5.18E-5	0.0	3.79E-5	7.77E-5	1.66E-5	7.36E-5	3.822E-4	1.545E-4	2.348E-4	1.143E-4	2.344E-4	1.611E-4	5.35E-5	9.73E-5	1.535E-4	1.63E-5	3.32E-5	0.0015	0.0	0.0	0.0	0.0	0.0	2.86E-5	0.0	3.03E-5	0.0	0.0	0.0	3.01E-5	2.04E-5	2.4E-5	2.43E-5	4.57E-5	0.0	0.0	2.3E-5	0.0	1.86E-5	4.82E-5	0.0015	0.0	1.89E-5	0.0	0.0015	2.23E-5	2.86E-5	
Yellow-chevroned Parakeet	0.005628	0.0051101	0.0043052	0.005526	0.0051648	0.0048119	0.0038525	0.0048234	0.0046338	0.0048338	0.0046653	0.0052877	0.004671	0.0041343	0.0039739	0.0045662	0.0044886	0.0044481	0.0038281	0.00418	0.0031294	0.002671	0.0029825	0.0026525	0.0037721	0.0031779	0.0029694	0.0035607	0.0036991	0.0036376	0.0036148	0.0044804	0.0041843	0.0045913	0.0041174	0.0043913	0.004449	0.0041541	0.0038723	0.0046862	0.0041736	0.0042759	0.0040128	0.0044234	0.0052035	0.0056322	0.0054849	0.0039621	
White-winged/Yellow-chevroned Parakeet	1.3E-5	0.0	0.0	0.0	0.0015	0.0	3.68E-5	0.0	3.86E-5	0.0	0.0	0.0	3.58E-5	0.0	0.0	0.0	1.63E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.25E-5	0.0	0.0	0.0	0.0	2.4E-5	0.0	2.29E-5	0.0	2.18E-5	0.0	2.39E-5	0.0	0.0	0.0	0.0	1.89E-5	0.0	0.0	0.0	1.43E-5	
Brotogeris sp.	0.0	1.73E-5	0.0	0.0	0.0	1.66E-5	0.0	0.0	0.0	1.96E-5	0.0	1.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39E-5	0.0	3.78E-5	0.0	0.0	0.0	0.0	
Red-crowned Parrot	0.0060949	0.0065084	0.0059689	0.0063354	0.0068153	0.0075166	0.008159	0.0095923	0.0090939	0.0097654	0.0099971	0.0127113	0.0121517	0.0109951	0.0104942	0.0103218	0.0100219	0.0090953	0.0092008	0.0087083	0.0100373	0.0100355	0.0084639	0.0091138	0.0087444	0.0079594	0.007666	0.0075496	0.0073376	0.0075733	0.0071392	0.0080239	0.0067093	0.0056116	0.0058558	0.0054639	0.0064336	0.0050951	0.0057128	0.0064342	0.0054281	0.0049447	0.0058668	0.0057089	0.0055595	0.0066515	0.0073579	0.0063365	
Lilac-crowned Parrot	8.559E-4	0.0011567	0.0013893	0.0011128	0.0011456	0.0014934	0.0013741	0.0020386	0.0015253	0.0018004	0.0017519	0.0019145	0.0019328	0.0013365	0.0015247	0.0011639	0.0011915	0.001112	0.0013432	0.0012192	0.0015531	0.0013225	8.598E-4	8.388E-4	6.858E-4	5.248E-4	6.969E-4	7.888E-4	0.0010006	7.454E-4	5.723E-4	6.517E-4	6.493E-4	5.587E-4	5.032E-4	5.196E-4	5.67E-4	4.131E-4	5.976E-4	6.695E-4	7.72E-4	5.255E-4	7.873E-4	6.616E-4	9.038E-4	0.0010194	0.0011594	0.0011157	
Red-crowned x Lilac-crowned Parrot (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	1.23E-5	0.0	1.93E-5	3.91E-5	0.0	0.0	0.0	0.0	1.62E-5	1.28E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.48E-5	0.0	4.46E-5	0.0	
Red-lored Parrot	2.983E-4	4.661E-4	4.288E-4	4.426E-4	3.689E-4	3.816E-4	5.03E-4	4.004E-4	3.089E-4	5.284E-4	3.618E-4	2.344E-4	1.611E-4	2.317E-4	2.109E-4	1.663E-4	1.632E-4	1.328E-4	8.95E-5	1.108E-4	1.391E-4	1.556E-4	1.612E-4	1.587E-4	1.429E-4	1.166E-4	9.09E-5	9.01E-5	1.213E-4	8.94E-5	2.109E-4	1.426E-4	2.164E-4	1.943E-4	1.372E-4	1.006E-4	2.835E-4	6.89E-5	2.151E-4	2.789E-4	2.654E-4	3.105E-4	3.048E-4	3.214E-4	1.917E-4	4.078E-4	4.682E-4	7.581E-4	
Red-crowned x Red-lored Parrot (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.82E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Yellow-headed Parrot	6.225E-4	0.0010703	9.262E-4	9.484E-4	6.213E-4	8.794E-4	7.239E-4	0.0012013	0.0011392	8.806E-4	8.95E-4	0.0014847	8.053E-4	7.306E-4	5.515E-4	6.779E-4	4.897E-4	6.639E-4	2.91E-4	8.392E-4	4.636E-4	7.002E-4	5.911E-4	4.761E-4	5.43E-4	5.248E-4	4.242E-4	4.282E-4	7.883E-4	7.156E-4	5.121E-4	4.073E-4	4.088E-4	4.373E-4	3.889E-4	3.855E-4	4.362E-4	3.443E-4	5.737E-4	7.438E-4	5.549E-4	5.494E-4	6.095E-4	7.561E-4	6.847E-4	0.0010194	0.0010033	0.0011443	
Turquoise-fronted Parrot	3.89E-5	6.91E-5	3.43E-5	3.79E-5	3.88E-5	3.32E-5	3.68E-5	7.28E-5	1.93E-5	3.91E-5	9.52E-5	5.21E-5	0.0	0.0	1.62E-5	0.0	0.0015	1.66E-5	4.48E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03E-5	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	2.39E-5	0.0	0.0	0.0	0.0	1.134E-4	5.48E-5	7.65E-5	1.561E-4	1.716E-4	
White-fronted Parrot	0.0	0.0	0.0	2.53E-5	0.0	1.66E-5	0.0015	0.0015	3.86E-5	7.83E-5	1.143E-4	6.51E-5	1.79E-5	0.0	3.24E-5	1.28E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36E-5	2.3E-5	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	2.55E-5	2.23E-5	2.86E-5	
Amazona sp.	0.0014913	0.0018472	0.0017324	0.001606	0.0018252	0.0018418	0.0018772	0.0025118	0.0022204	0.0023092	0.002704	0.0033211	0.0027918	0.0026552	0.00266	0.0026348	0.0023014	0.0020083	0.0028431	0.0029292	0.0025731	0.0028525	0.0023914	0.0022218	0.002229	0.0024199	0.0025452	0.0022536	0.002365	0.0020573	0.0023797	0.0024235	0.0019719	0.0017976	0.0016698	0.0019275	0.0016139	0.0012394	0.0015059	0.0018782	0.0013751	0.0016243	0.0012699	0.0016257	0.0018349	0.0019368	0.0018952	0.0015734	
Nanday Parakeet	0.0013876	0.0013638	0.0019039	0.0012645	0.001631	0.0015929	0.0019017	0.002075	0.0013322	0.0019961	0.0021708	0.0018624	0.0019149	0.0020671	0.001995	0.0018802	0.0016485	0.0019419	0.0021267	0.002185	0.0020399	0.0021523	0.002257	0.0016323	0.001486	0.0018951	0.0016059	0.0014423	0.0010612	0.0013715	0.0010543	0.001059	9.86E-4	0.0012389	0.0013496	0.0016593	0.0022245	0.0014918	0.0016971	0.0015435	0.0012786	0.0016482	0.0012445	0.0016068	0.001342	0.0019878	0.0032553	0.0013875	
Blue-crowned Parakeet	3.89E-5	5.18E-5	5.15E-5	6.32E-5	3.88E-5	1.327E-4	1.35E-4	9.1E-5	3.86E-5	3.91E-5	7.62E-5	6.51E-5	5.37E-5	8.91E-5	1.135E-4	1.407E-4	9.79E-5	6.64E-5	8.95E-5	1.583E-4	1.623E-4	7.78E-5	1.343E-4	6.8E-5	5.72E-5	2.92E-5	6.06E-5	1.803E-4	1.516E-4	2.087E-4	1.506E-4	1.222E-4	9.62E-5	1.943E-4	6.86E-5	3.017E-4	2.18E-5	4.59E-5	4.78E-5	5.58E-5	2.41E-5	4.78E-5	7.62E-5	9.45E-5	5.48E-5	7.65E-5	6.69E-5	4.29E-5	
Mitred Parakeet	0.0013746	0.0028312	0.0019039	0.0017071	0.0012621	0.0011615	0.0014478	0.0011831	0.0012164	0.0015069	0.0012568	0.0015629	0.0014317	0.0013009	0.0015084	0.0013046	0.0017954	0.0016763	0.0014327	0.0014092	0.0015763	0.0021264	0.0014241	0.0017457	0.0013145	0.0017202	0.0016059	0.0017128	0.0019708	0.0021169	0.0024701	0.0029326	0.0029338	0.0028908	0.0024018	0.0018437	0.0018319	0.0015836	0.0011951	0.0015249	9.167E-4	0.0010749	0.0011937	0.0014178	0.0015337	0.0017075	0.0025641	0.0019739	
Red-masked Parakeet	0.0029178	0.0029694	0.0039964	0.0041351	0.003495	0.0042644	0.0035703	0.0057517	0.0046338	0.0045598	0.0051033	0.005457	0.0052616	0.0052748	0.0048497	0.0045917	0.0048967	0.0048298	0.005216	0.0047025	0.004358	0.0038897	0.0036542	0.0031966	0.0039435	0.0043441	0.0063025	0.0056791	0.0070647	0.007782	0.0084947	0.0094292	0.009595	0.007725	0.0083949	0.0058997	0.0055176	0.0049574	0.0044937	0.0038866	0.0036187	0.0032726	0.0038096	0.0041399	0.0037794	0.0035169	0.0030323	0.0036331	
Mitred/Red-masked Parakeet	2.205E-4	5.87E-4	1.715E-4	3.161E-4	2.718E-4	3.153E-4	1.84E-4	1.456E-4	3.089E-4	2.348E-4	1.523E-4	2.605E-4	2.684E-4	1.069E-4	1.298E-4	1.151E-4	1.959E-4	1.66E-4	1.791E-4	1.9E-4	1.391E-4	2.852E-4	1.343E-4	2.721E-4	3.143E-4	1.458E-4	2.121E-4	5.634E-4	6.974E-4	4.472E-4	6.326E-4	8.146E-4	5.05E-4	7.045E-4	4.804E-4	2.849E-4	3.926E-4	3.213E-4	1.195E-4	2.232E-4	1.447E-4	2.866E-4	1.778E-4	2.647E-4	2.191E-4	3.568E-4	4.236E-4	2.861E-4	
